CFS Account Number,Account Name,Account Identifier,Current,1-30 Days,31-60 Days,61-90 Days,91-120 Days,121-150 Days,151-180 Days,>180 Days,Total Outstanding,Report Date
"PR002190","INDIAN RIVER CENTRAL SCHOOL DISTRICT","SF00668247","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002191","FOLLETT #2023","SF00028100","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002192","CIT GROUP INC","SF00672443","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002193","FOLLETT #1726","SF00027998","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002194","KIRBY BUILDING SYSTEMS","SF00680539","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002195","MEDWAY PUBLIC SCHOOLS - COMMUNITY EDUCATION","SF00685490","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002196","CUERO ISD","SF00691700","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002197","FOLLETT #0142","SF00026663","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002198","CITY OF CINCINNATI","SF00681878","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002199","UNIVERSITY OF TEXAS - HEALTH SCIENCE CENTER","SF00692147","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002200","OTSELIC VALLEY CENTRAL SCHOOL DISTRICT","SF00705522","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002201","PRATT AQUATIC CENTER","SF00707990","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002202","WASHINGTON COUNTY JUVENILE CENTER","SF00058627","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002203","SOUTHERN LOCAL SCHOOL DISTRICT","SF00705089","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002204","CDI - COMMUNITY DEVELOPMENT INSTITUTE HEAD START","SF00705057","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002205","BAPTIST HEALTH LEXINGTON","SF00706979","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002206","FOLLETT #0231","SF00026716","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002207","NXT LEVEL ADVISORS","SF00714776","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$509.12","$509.12","01/03/2022"
"PR002208","INTERCONTINENTAL KANSAS CITY AT THE PLAZA HOTEL","SF00731923","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002209","LEADERSHIP PREP SCHOOL (SECONDARY CAMPUS)","SF00725056","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002210","BRIARCLIFF MANOR UFSD","SF00699206","$388.14","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$388.14","01/03/2022"
"PR002211","MEDINA COUNTY BOARD OF DEVELOPMENTAL DISABILITIES","SF00727714","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002212","DUNKIRK CITY SCHOOL DISTRICT","SF00737452","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002213","MIDWESTCPR","SF00738059","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002214","STONE COUNTY SCHOOLS","SF00754617","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002215","CATALENT PHARMA SOLUTIONS LLC","SF00731583","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002216","BULLHEAD SCHOOLS ELEMENTARY #15","SF00048884","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002217","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","SF00644814","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002218","MADISON EARLY CHILDHOOD CENTER","SF00759576","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002219","SENATH HEALTH CARE CENTER","SF00755483","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002220","KOCH FOODS GADSDEN","SF00760251","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002221","MONONA GROVE SCHOOL DISTRICT","SF00765381","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002222","LONG BEACH UNIFIED SCHOOL DISTRICT","SF00768605","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002223","TOYOTETSU AMERICA INC","SF00768743","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002224","CAMBA INC","SF00770940","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002225","THE BOOK CENTER DIABLO VALLEY COLLEGE","SF00766412","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002226","COLUMBIA BOARD OF EDUCATION","SF00778696","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002227","JUSTISS OIL COMPANY","SF00764572","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002228","BROOKFIELD PARKS AND REC","SF00779839","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002229","KARUK TRIBE","SF00788309","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002230","GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE","SF00788860","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002231","CITY OF DECATUR","SF00790478","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002232","MIAMI-DADE PARKS & REC AQUATICS","SF00791650","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002233","LIFESPAN/LIFEQUEST","SF00791515","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002234","GOLDEN STATE WARRIORS ARENA LLC","SF00792853","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002235","EVANSVILLE VANDERBURGH SCHOOL CORP.","SF00792153","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","-$144.84","-$144.84","01/03/2022"
"PR002236","AGUA CALIENTE CASINO PALM SPRINGS","SF00805616","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002237","YMCA OF GREATER CLEVELAND-FRENCH CREEK","SF00814739","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002238","SOUTH SUMMIT AQUATIC & FITNESS CENTER","SF00814961","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002239","CITY OF SUNRISE","SF00820443","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002240","NEW CANAAN PUBLIC SCHOOLS","SF00811398","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002241","CITY OF COLUMBIA PARKS & RECREATION DEPARTMENT","SF00019720","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002242","BARNSTABLE PUBLIC SCHOOLS","SF00804180","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002243","DENISON JOB CORPS CENTER","SF00823813","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002244","NEW ORLEANS HARBOR POLICE (PORT OF NEW ORLEANS)","SF00818846","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002245","KENTON COUNTY SCHOOLS_1","SF00817400","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002246","FLOUR BLUFF ISD","SF00826624","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002247","OMAHA PUBLIC SCHOOLS","SF00827160","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002248","KEEPING HEARTS BEATING","SF00832303","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$2808.55","$2808.55","01/03/2022"
"PR002249","CITY COLUMBIA","SF00831592","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002250","WELLESLEY DEPT. OF PUBLIC WORKS","SF00796203","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002251","MASSENA CENTRAL SCHOOL DISTRICT","SF00834526","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002252","COMMUNITY TEAMWORK INC","SF00836314","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002253","SHELDON ISD","SF00836544","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002254","LIVONIA CENTRAL SCHOOL DISTRICT","SF00842324","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002255","BOSTON PUBLIC SCHOOLS (NAT)","SF00672792","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002256","IMPERIAL COUNTY OFFICE OF EDUCATION","SF00857093","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002257","VILLAGE OF DOBBS FERRY RECREATION DEPARTMENT","SF00861689","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002258","ROBERTO CLEMENTE CHARTER SCHOOL","SF00853704","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002259","TYBEE ISLAND FIRE DEPARTMENT","SF00848712","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002260","GUILDERLAND CSD","SF00861229","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002261","BELKNAP-MERRIMACK HEAD START","SF00874492","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002262","SEA MAR COMMUNITY HEALTH CENTERS","SF00873891","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002263","SIMI VALLEY UNIFIED SCHOOL DISTRICT","SF00874819","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002264","LIBERTYVILLE SCHOOL DISTRICT #70","SF00875926","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002265","STILLWATER AREA SCHOOLS ISD #834","SF00879871","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002266","XYLEM","SF00878505","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002267","NAPA COUNTY OFFICE OF EDUCATION","SF00882909","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002268","CLARE-GLADWIN RESD","SF00890505","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002269","WARREN COUNTY BOARD OF DEVELOPMENTAL DISABILITIES","SF00885600","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002270","REGIONAL SCHOOL DISTRICT #10","SF00897263","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002271","JOHNS HOPKINS ENTERPRISE","SF00897121","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002272","HELMERICH AND PAYNE INTERNATIONAL DRILLING EAST TX","SF00905982","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002273","WALTHAM PUBLIC SCHOOLS","SF00911911","$0.00","$4010.92","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$4010.92","01/03/2022"
"PR002274","LOCAL 150 APPRENTICESHIP","SF00907636","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002275","DEPARTMENT OF JUVENILE JUSTICE-SANFORD","SF00919385","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002276","GREENFIELD EXEMPTED VILLAGE SCHOOL DISTRICT","SF00898270","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002277","AJAX TOCCO MAGNETHERMIC CORP","SF00917354","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002278","OLD BRIDGE FIRST AID & RESCUE SQUAD","SF00917803","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002279","INDIANA DEPARTMENT OF CHILD SERVICES","SF00905042","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002280","TOOELE HIGH SCHOOL","SF00909131","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002281","WATERLOO CENTRAL SCHOOL DISTRICT","SF00917973","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002282","WOODHAVEN FURNITURE INDUSTRIES","SF00920079","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002283","SHAMES JCC ON THE HUDSON","SF00921608","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002284","SOUTHWESTERN CENTRAL SCHOOL","SF00926403","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002285","CITY OF WEST CHICAGO","SF00883342","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002286","PREAKNESS HEALTHCARE CENTER","SF00924639","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002287","MERRILLVILLE SCHOOL CORPORATION","SF00920995","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002288","SMALL FRIENDS ON NANTUCKET","SF00923500","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002289","THE KENSINGTON","SF00927836","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002290","ST. CHARLES COUNT GOVERNMENT","SF00918317","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002291","CITY OF PERRY PARKS & RECREATION DEPARTMENT","SF00924975","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002292","CITY OF HARRISBURG","SF00930380","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002293","DUBLIN LAURENS COUNTY RECREATION AUTHORITY","SF00929674","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","-$188.94","-$188.94","01/03/2022"
"PR002294","MASHPEE PUBLIC SCHOOLS","SF00940397","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002295","PROGRESSIVE RESIDENTIAL SERVICES","SF00943207","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002296","LEWISTON-ALTURA ISD 857","SF00947118","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002297","LORAIN CITY SCHOOL DISTRICT","SF00955816","$0.00","$10019.58","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$10019.58","01/03/2022"
"PR002298","PC MANCHESTER REGIONAL HIGH SCHOOL","SF00954149","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002299","CITY OF LONG BEACH","SF00960051","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002300","CHARLES COUNTY PUBLIC SCHOOLS","SF00958636","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002301","STAMFORD PUBLIC SCHOOLS","SF00955404","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$215.36","$215.36","01/03/2022"
"PR002302","EDGEWORTH CLUB","SF00962753","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002303","WAL-MART DC 7054","SF00904975","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002304","HUMBOLDT COUNTY JUVENILE SERVICES","SF00973265","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002305","RADNOR TOWNSHIP SCHOOL DISTRICT","SF00974337","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002306","THE UNIVERSITY OF MICHIGAN","SF00978209","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002307","FERNDALE SCHOOL DISTRICT","SF00964745","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002308","TIPTON COMMUNITY SCHOOL CORP","SF00986116","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002309","LEA COUNTY DETENTION CENTER","SF00985587","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002310","NYS DEPT. OF TRANSPORTATION","SF00996743","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002311","CAPE MAY BEACH PATROL","SF01004407","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002312","BELEN CONSOLIDATED SCHOOLS","SF01014802","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002313","UNIVERSITY OF TEXAS PERMIAN BASIN","SF01026864","$0.00","$0.00","$0.00","$0.00","$668.80","$0.00","$0.00","$0.00","$668.80","01/03/2022"
"PR002314","COMMUNITY OPTIONS INC - CAMP HILL","SF01043403","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002315","KAMAN COMPOSITES","SF01062542","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002316","CITY OF MOORE","SF01062577","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002317","BOYERTOWN AREA SCHOOL DISTRICT","SF01063212","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002318","HELMERICH AND PAYNE INTERNATIONAL DRILLING OKC","SF01086920","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002319","CITY OF WATERBURY","SF01090920","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002320","ALMA PUBLIC SCHOOLS","SF01103670","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002321","ROCKPORT COMMUNITY POOL","SF01103672","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002322","PENSACOLA CHRISTIAN COLLEGE","SF01104544","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002323","SUNRISE CHILDREN'S SERVICES","SF01091440","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002324","FOLLETT #1308: ALL FOR ONE SHOP - GSC","SF00027692","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002325","HUDSON CITY SCHOOL DISTRICT","SF01161564","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002326","WOONSOCKET AREA CAREER & TECHNICAL CENTER","SF01146455","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002327","DIXIE LODGE LIVING & WELLNESS / RESCARE","SF01160857","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002328","WALLACE STATE COMMUNITY COLLEGE","SF01158713","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002329","HIDALGO ISD","SF01176846","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002330","MADISON COLLEGE","SF01180128","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002331","HOLCOMB - USD 363","SF01184914","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002332","TUCSON MEDICAL CENTER","SF01191887","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002333","A+ ACADEMY SECONDARY","SF02256052","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002334","MASSHIRE FRANKLIN HAMPSHIRE WORKFORCE BOARD","SF02266849","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002335","BOYS AND GIRLS CLUB OF CHICAGO - FORD HEIGHTS","SF01183095","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002336","STARTING POINT","SF02276336","$580.04","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$580.04","01/03/2022"
"PR002337","ALVORD UNIFIED SCHOOL DISTRICT","SF02289024","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002338","SUFFOLK COUNTY DEPARTMENT OF PARKS","SF02286082","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002339","PASO ROBLES JOINT USD","SF02296111","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002340","BROOKFIELD PROPERTIES","SF01034207","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002341","GEORGIA SOUTHERN UNIVERSITY","SF02314257","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002342","QUABBIN HEALTH DISTRICT","SF02315335","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002343","ESSEX NORTH SHORE AGRICULTURAL & TECH SCHOOL DIST","SF02329459","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002344","DOUGLAS COUNTY SCHOOL DISTRICT RE-1","SF02368481","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002345","BOROUGH OF DEAL","SF02313107","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002346","SMN SQUARE INC","SF02343763","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002347","OCCUM FIRE DEPARTMENT","SF02280860","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002348","XAVIER UNIVERSITY","SF02389899","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002349","TOWN OF PITTSFORD","SF02422230","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002350","COASTAL HORIZONS CENTER","SF02420562","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
"PR002351","MBZ INDUSTRIAL, INC.","SF02433093","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","01/03/2022"
