CC Order,SFDC Account,CFS Invoice/Credit,Invoice Amount,Invoice Date,Status
"O-0005574163","a7N3o000002WgmmEAC","22396355","$0.00","2021-12-31","Invoiced"
"O-0005574163","a7N3o000002WgmnEAC","22396355","$192.00","2021-12-31","Invoiced"
"O-0005574163","a7N3o000002WgmoEAC","22396355","$150.00","2021-12-31","Invoiced"
"O-0005574163","a7N3o000002WgmwEAC","22396355","$576.00","2021-12-31","Invoiced"
"O-0005952591","a7N3o000002WRYrEAO","22396356","$80.00","2021-12-31","Invoiced"
"O-0005953596","a7N3o000002WRwSEAW","22396357","$352.00","2021-12-31","Invoiced"
"O-0005949970","a7N3o000002WQPWEA4","22396358","$120.00","2021-12-31","Invoiced"
"O-0005955052","a7N3o000002WSCzEAO","22396358","$234.00","2021-12-31","Invoiced"
"O-0005952043","a7N3o000002WRN8EAO","22396359","$420.00","2021-12-31","Invoiced"
"O-0005952087","a7N3o000002WROGEA4","22396359","$420.00","2021-12-31","Invoiced"
"O-0005988111","a7N3o000002WWQCEA4","22396359","$420.00","2021-12-31","Invoiced"
"O-0005990031","a7N3o000002WXPjEAO","22396359","$420.00","2021-12-31","Invoiced"
"O-0006023133","a7N3o000002WiFLEA0","22396359","$420.00","2021-12-31","Invoiced"
"O-0005954254","a7N3o000002WS5UEAW","22396360","$39.00","2021-12-31","Invoiced"
"O-0006024385","a7N3o000002WiqqEAC","22396360","$975.00","2021-12-31","Invoiced"
"O-0005989262","a7N3o000002WX1hEAG","22396361","$28.80","2021-12-31","Invoiced"
"O-0006023487","a7N3o000002WiR2EAK","22396361","$28.80","2021-12-31","Invoiced"
"O-0006021386","a7N3o000002WhFkEAK","22396362","$64.00","2021-12-31","Invoiced"
"O-0005946299","a7N3o000002WPW8EAO","22396363","$76.80","2021-12-31","Invoiced"
"O-0005946481","a7N3o000002WPWIEA4","22396363","$51.20","2021-12-31","Invoiced"
"O-0005493121","a7N3o000002WiQYEA0","22396364","$0.00","2021-12-31","Invoiced"
"O-0005493121","a7N3o000002WiQZEA0","22396364","$765.00","2021-12-31","Invoiced"
"O-0005493121","a7N3o000002WiQaEAK","22396364","$250.00","2021-12-31","Invoiced"
"O-0005950854","a7N3o000002WQovEAG","22396365","$115.00","2021-12-31","Invoiced"
"O-0006022283","a7N3o000002WhpXEAS","22396365","$46.00","2021-12-31","Invoiced"
"O-0005941207","a7N3o000002WOFqEAO","22396366","$172.80","2021-12-31","Invoiced"
"O-0005504461","a7N3o000002WMuCEAW","22396367","$0.00","2021-12-31","Invoiced"
"O-0005504461","a7N3o000002WMuDEAW","22396367","$680.00","2021-12-31","Invoiced"
"O-0005504461","a7N3o000002WMuEEAW","22396367","$250.00","2021-12-31","Invoiced"
"O-0005830458","a7N3o000002WOKbEAO","22396368","$0.00","2021-12-31","Invoiced"
"O-0005830458","a7N3o000002WOKcEAO","22396368","$250.00","2021-12-31","Invoiced"
"O-0005830458","a7N3o000002WOKdEAO","22396368","$840.00","2021-12-31","Invoiced"
"O-0005830458","a7N3o000002WORgEAO","22396368","$120.00","2021-12-31","Invoiced"
"O-0004193639","a7N3o000002WMWBEA4","22396369","$0.00","2021-12-31","Invoiced"
"O-0004193639","a7N3o000002WMWCEA4","22396369","$504.00","2021-12-31","Invoiced"
"O-0004193639","a7N3o000002WMWDEA4","22396369","$0.00","2021-12-31","Invoiced"
"O-0004193639","a7N3o000002WMWEEA4","22396369","$0.00","2021-12-31","Invoiced"
"O-0004193639","a7N3o000002WMWKEA4","22396369","$72.00","2021-12-31","Invoiced"
"O-0005937176","a7N3o000002WM8qEAG","22396370","$350.00","2021-12-31","Invoiced"
"O-0005937176","a7N3o000002WM8rEAG","22396370","$350.00","2021-12-31","Invoiced"
"O-0005997411","a7N3o000002WZ5ZEAW","22396371","$32.00","2021-12-31","Invoiced"
"O-0005997433","a7N3o000002WYyAEAW","22396371","$32.00","2021-12-31","Invoiced"
"O-0006001139","a7N3o000002Wb5lEAC","22396372","$96.00","2021-12-31","Invoiced"
"O-0006011714","a7N3o000002WeWNEA0","22396373","$80.00","2021-12-31","Invoiced"
"O-0006011744","a7N3o000002WeXfEAK","22396373","$80.00","2021-12-31","Invoiced"
"O-0005937229","a7N3o000002WMAwEAO","22396374","$96.00","2021-12-31","Invoiced"
"O-0005942302","a7N3o000002WOPqEAO","22396375","$240.00","2021-12-31","Invoiced"
"O-0005942350","a7N3o000002WOPrEAO","22396375","$40.00","2021-12-31","Invoiced"
"O-0005533146","a7N3o000002WPAgEAO","22396376","$0.00","2021-12-31","Invoiced"
"O-0005533146","a7N3o000002WPAhEAO","22396376","$700.00","2021-12-31","Invoiced"
"O-0005533146","a7N3o000002WPAiEAO","22396376","$250.00","2021-12-31","Invoiced"
"O-0005533146","a7N3o000002WPAvEAO","22396376","$100.00","2021-12-31","Invoiced"
"O-0005996283","a7N3o000002WYayEAG","22396377","$15.00","2021-12-31","Invoiced"
"O-0005346411","a7N3o000002WbTnEAK","22396378","$0.00","2021-12-31","Invoiced"
"O-0005346411","a7N3o000002WbToEAK","22396378","$120.00","2021-12-31","Invoiced"
"O-0006012050","a7N3o000002WeiTEAS","22396379","$160.00","2021-12-31","Invoiced"
"O-0006012090","a7N3o000002WekAEAS","22396379","$80.00","2021-12-31","Invoiced"
"O-0005996567","a7N3o000002WYhmEAG","22396380","$60.80","2021-12-31","Invoiced"
"O-0006002570","a7N3o000002WblNEAS","22396381","$120.00","2021-12-31","Invoiced"
"O-0006012861","a7N3o000002Wf90EAC","22396382","$160.00","2021-12-31","Invoiced"
"O-0006007973","a7N3o000002Wch2EAC","22396383","$192.00","2021-12-31","Invoiced"
"O-0006010724","a7N3o000002Wdz9EAC","22396384","$280.00","2021-12-31","Invoiced"
"O-0006021732","a7N3o000002WhWaEAK","22396384","$240.00","2021-12-31","Invoiced"
"O-0005937549","a7N3o000002WMM0EAO","22396385","$85.00","2021-12-31","Invoiced"
"O-0005998586","a7N3o000002WZibEAG","22396386","$224.00","2021-12-31","Invoiced"
"O-0006008364","a7N3o000002WcnoEAC","22396387","$64.00","2021-12-31","Invoiced"
"O-0006008334","a7N3o000002WcnAEAS","22396388","$40.00","2021-12-31","Invoiced"
"O-0005938437","a7N3o000002WMqeEAG","22396389","$120.00","2021-12-31","Invoiced"
"O-0005936501","a7N3o000002WLpFEAW","22396390","$120.00","2021-12-31","Invoiced"
"O-0005936825","a7N3o000002WLwpEAG","22396390","$75.00","2021-12-31","Invoiced"
"O-0006002214","a7N3o000002WbdEEAS","22396391","$40.00","2021-12-31","Invoiced"
"O-0005998801","a7N3o000002WZqGEAW","22396392","$32.00","2021-12-31","Invoiced"
"O-0005781222","a7N3o000002WfBVEA0","22396393","$0.00","2021-12-31","Invoiced"
"O-0005781222","a7N3o000002WfBWEA0","22396393","$250.00","2021-12-31","Invoiced"
"O-0005781222","a7N3o000002WfBXEA0","22396393","$475.00","2021-12-31","Invoiced"
"O-0005781222","a7N3o000002WfBaEAK","22396393","$285.00","2021-12-31","Invoiced"
"O-0005937206","a7N3o000002WMA8EAO","22396394","-$32.00","2021-12-31","Invoiced"
"O-0005940575","a7N3o000002WO0kEAG","22396395","$204.80","2021-12-31","Invoiced"
"O-0005938410","a7N3o000002WMpWEAW","22396396","$273.00","2021-12-31","Invoiced"
"O-0005938741","a7N3o000002WN1IEAW","22396397","$483.00","2021-12-31","Invoiced"
"O-0005996310","a7N3o000002WYbNEAW","22396398","$80.00","2021-12-31","Invoiced"
"O-0006001147","a7N3o000002Wb6UEAS","22396399","$216.00","2021-12-31","Invoiced"
"O-0006011253","a7N3o000002WeGjEAK","22396400","$20.00","2021-12-31","Invoiced"
"O-0006012593","a7N3o000002Wf0cEAC","22396401","$96.00","2021-12-31","Invoiced"
"O-0005939623","a7N3o000002WNUFEA4","22396402","$384.00","2021-12-31","Invoiced"
"O-0005939713","a7N3o000002WNXEEA4","22396402","$180.00","2021-12-31","Invoiced"
"O-0005938550","a7N3o000002WMv0EAG","22396403","$20.27","2021-12-31","Invoiced"
"O-0005938534","a7N3o000002WMu7EAG","22396404","$24.00","2021-12-31","Invoiced"
"O-0005941546","a7N3o000002WOULEA4","22396405","$10.67","2021-12-31","Invoiced"
"O-0005989425","a7N3o000002WXCuEAO","22396406","$140.00","2021-12-31","Invoiced"
"O-0005989474","a7N3o000002WXCvEAO","22396406","$105.00","2021-12-31","Invoiced"
"O-0005989514","a7N3o000002WXCwEAO","22396406","$175.00","2021-12-31","Invoiced"
"O-0006027519","a7N3o000002WjwkEAC","22396407","$312.00","2021-12-31","Invoiced"
"O-0006027813","a7N3o000002Wk0XEAS","22396407","$336.00","2021-12-31","Invoiced"
"O-0005986490","a7N3o000002WVbsEAG","22396408","$240.00","2021-12-31","Invoiced"
"O-0005989356","a7N3o000002WX4vEAG","22396409","$160.00","2021-12-31","Invoiced"
"O-0006021680","a7N3o000002WhUUEA0","22396410","$128.00","2021-12-31","Invoiced"
"O-0006021771","a7N3o000002WhW7EAK","22396410","$120.00","2021-12-31","Invoiced"
"O-0006024091","a7N3o000002WijLEAS","22396411","$32.00","2021-12-31","Invoiced"
"O-0006024854","a7N3o000002Wj4EEAS","22396411","$64.00","2021-12-31","Invoiced"
"O-0005985157","a7N3o000002WV0DEAW","22396412","$76.80","2021-12-31","Invoiced"
"O-0005986444","a7N3o000002WVaGEAW","22396413","$160.00","2021-12-31","Invoiced"
"O-0006021352","a7N3o000002WhK0EAK","22396414","$80.00","2021-12-31","Invoiced"
"O-0005985028","a7N3o000002WUxTEAW","22396415","$32.00","2021-12-31","Invoiced"
"O-0005740770","a7N3o000002WXKeEAO","22396416","$0.00","2021-12-31","Invoiced"
"O-0005740770","a7N3o000002WXKfEAO","22396416","$250.00","2021-12-31","Invoiced"
"O-0005740770","a7N3o000002WXKgEAO","22396416","$1020.00","2021-12-31","Invoiced"
"O-0005740770","a7N3o000002WXz9EAG","22396416","$0.00","2021-12-31","Invoiced"
"O-0005740770","a7N3o000002WXzAEAW","22396416","$204.00","2021-12-31","Invoiced"
"O-0005740770","a7N3o000002WXzBEAW","22396416","$250.00","2021-12-31","Invoiced"
"O-0005422389","a7N3o000002WVAIEA4","22396417","$0.00","2021-12-31","Invoiced"
"O-0005422389","a7N3o000002WVAJEA4","22396417","$250.00","2021-12-31","Invoiced"
"O-0005422389","a7N3o000002WVAKEA4","22396417","$140.00","2021-12-31","Invoiced"
"O-0005422389","a7N3o000002WVANEA4","22396417","$420.00","2021-12-31","Invoiced"
"O-0005987788","a7N3o000002WWG2EAO","22396418","$5.00","2021-12-31","Invoiced"
"O-0005989309","a7N3o000002WX3JEAW","22396419","$245.00","2021-12-31","Invoiced"
"O-0006020296","a7N3o000002Wgq1EAC","22396420","$80.00","2021-12-31","Invoiced"
"O-0006021224","a7N3o000002WhGIEA0","22396420","$120.00","2021-12-31","Invoiced"
"O-0005984755","a7N3o000002WUsYEAW","22396421","$19.55","2021-12-31","Invoiced"
"O-0005989571","a7N3o000002WXC1EAO","22396422","$135.00","2021-12-31","Invoiced"
"O-0005054221","a7N3o000002WX9qEAG","22396423","$0.00","2021-12-31","Invoiced"
"O-0005054221","a7N3o000002WX9rEAG","22396423","$2160.00","2021-12-31","Invoiced"
"O-0005054221","a7N3o000002WX9sEAG","22396423","$250.00","2021-12-31","Invoiced"
"O-0005986639","a7N3o000002WVfuEAG","22396424","$32.00","2021-12-31","Invoiced"
"O-0005985356","a7N3o000002WV4GEAW","22396425","$15.00","2021-12-31","Invoiced"
"O-0006020381","a7N3o000002WgvFEAS","22396425","$60.00","2021-12-31","Invoiced"
"O-0006020414","a7N3o000002WgvGEAS","22396425","$45.00","2021-12-31","Invoiced"
"O-0006020473","a7N3o000002WgxQEAS","22396425","$75.00","2021-12-31","Invoiced"
"O-0005352396","a7N3o000002WJoJEAW","22396426","$0.00","2021-12-31","Invoiced"
"O-0005352396","a7N3o000002WJoKEAW","22396426","$480.00","2021-12-31","Invoiced"
"O-0005352396","a7N3o000002WJoLEAW","22396426","$175.00","2021-12-31","Invoiced"
"O-0005352396","a7N3o000002WJoOEAW","22396426","$160.00","2021-12-31","Invoiced"
"O-0006031800","a7N3o000002WkOoEAK","22396427","$12.19","2021-12-31","Invoiced"
"O-0006032065","a7N3o000002WkTjEAK","22396427","$16.96","2021-12-31","Invoiced"
"O-0005919417","a7N3o000002WGaaEAG","22396428","-$13.20","2021-12-31","Invoiced"
"O-0006033638","a7N3o000002Wl0YEAS","22396429","$252.00","2021-12-31","Invoiced"
"O-0005952716","a7N3o000002WRfgEAG","22396430","$193.60","2021-12-31","Invoiced"
"O-0005952811","a7N3o000002WRi1EAG","22396430","$176.00","2021-12-31","Invoiced"
"O-0005998313","a7N3o000002WZRgEAO","22396430","$57.60","2021-12-31","Invoiced"
"O-0006025285","a7N3o000002WjFlEAK","22396430","$70.40","2021-12-31","Invoiced"
"O-0005936123","a7N3o000002WLftEAG","22396431","$25.60","2021-12-31","Invoiced"
"O-0005941149","a7N3o000002WOIPEA4","22396431","$51.20","2021-12-31","Invoiced"
"O-0005958388","a7N3o000002WSOvEAO","22396431","$25.60","2021-12-31","Invoiced"
"O-0006007666","a7N3o000002WceIEAS","22396431","$25.60","2021-12-31","Invoiced"
"O-0006020207","a7N3o000002WgqyEAC","22396431","$25.60","2021-12-31","Invoiced"
"O-0005937690","a7N3o000002WMRZEA4","22396432","$18.00","2021-12-31","Invoiced"
"O-0005937214","a7N3o000002WMANEA4","22396433","$48.00","2021-12-31","Invoiced"
"O-0005989402","a7N3o000002WX6XEAW","22396433","$48.00","2021-12-31","Invoiced"
"O-0005989609","a7N3o000002WXD9EAO","22396433","$66.00","2021-12-31","Invoiced"
"O-0005990025","a7N3o000002WXLEEA4","22396433","$9.00","2021-12-31","Invoiced"
"O-0005990114","a7N3o000002WXRuEAO","22396433","$41.25","2021-12-31","Invoiced"
"O-0005990262","a7N3o000002WXWMEA4","22396433","$16.50","2021-12-31","Invoiced"
"O-0005990459","a7N3o000002WXbMEAW","22396433","$132.00","2021-12-31","Invoiced"
"O-0005990825","a7N3o000002WXjLEAW","22396433","$148.50","2021-12-31","Invoiced"
"O-0006015444","a7N3o000002WgBHEA0","22396433","$30.00","2021-12-31","Invoiced"
"O-0006033448","a7N3o000002WkwlEAC","22396433","$11.25","2021-12-31","Invoiced"
"O-0005997707","a7N3o000002WZFFEA4","22396434","$210.60","2021-12-31","Invoiced"
"O-0005998518","a7N3o000002WZgGEAW","22396435","$312.00","2021-12-31","Invoiced"
"O-0005937225","a7N3o000002WMArEAO","22396436","$96.00","2021-12-31","Invoiced"
"O-0005937533","a7N3o000002WMLgEAO","22396436","$96.00","2021-12-31","Invoiced"
"O-0005949076","a7N3o000002WPycEAG","22396436","$64.00","2021-12-31","Invoiced"
"O-0005950561","a7N3o000002WQfVEAW","22396436","$64.00","2021-12-31","Invoiced"
"O-0005990027","a7N3o000002WXPZEA4","22396436","$64.00","2021-12-31","Invoiced"
"O-0005991638","a7N3o000002WXzsEAG","22396436","$64.00","2021-12-31","Invoiced"
"O-0006000244","a7N3o000002WadrEAC","22396436","$32.00","2021-12-31","Invoiced"
"O-0006012863","a7N3o000002Wf95EAC","22396436","$64.00","2021-12-31","Invoiced"
"O-0006013529","a7N3o000002WfTKEA0","22396436","$48.00","2021-12-31","Invoiced"
"O-0005939556","a7N3o000002WNRkEAO","22396437","$42.00","2021-12-31","Invoiced"
"O-0005942252","a7N3o000002WOm5EAG","22396438","$25.60","2021-12-31","Invoiced"
"O-0005942357","a7N3o000002WOoaEAG","22396438","$25.60","2021-12-31","Invoiced"
"O-0005997089","a7N3o000002WYwNEAW","22396438","$25.60","2021-12-31","Invoiced"
"O-0005960845","a7N3o000002WSkIEAW","22396439","$43.20","2021-12-31","Invoiced"
"O-0006003801","a7N3o000002WcBQEA0","22396439","$21.60","2021-12-31","Invoiced"
"O-0005999402","a7N3o000002WaAVEA0","22396440","-$96.00","2021-12-31","Invoiced"
"O-0005996109","a7N3o000002WYYJEA4","22396441","$15.00","2021-12-31","Invoiced"
"O-0005998200","a7N3o000002WZV8EAO","22396442","$80.00","2021-12-31","Invoiced"
"O-0006016220","a7N3o000002WgPnEAK","22396443","$23.00","2021-12-31","Invoiced"
"O-0005987799","a7N3o000002WWCkEAO","22396444","$96.00","2021-12-31","Invoiced"
"O-0005987851","a7N3o000002WWISEA4","22396444","$24.00","2021-12-31","Invoiced"
"O-0006001349","a7N3o000002WbDpEAK","22396444","$24.00","2021-12-31","Invoiced"
"O-0006010254","a7N3o000002Wdj1EAC","22396444","$192.00","2021-12-31","Invoiced"
"O-0005937555","a7N3o000002WMMZEA4","22396445","-$96.00","2021-12-31","Invoiced"
"O-0005938362","a7N3o000002WMnuEAG","22396446","$280.00","2021-12-31","Invoiced"
"O-0005986796","a7N3o000002WVkaEAG","22396446","$320.00","2021-12-31","Invoiced"
"O-0006022779","a7N3o000002Wi4wEAC","22396446","$280.00","2021-12-31","Invoiced"
"O-0005936721","a7N3o000002WLuZEAW","22396447","$11.00","2021-12-31","Invoiced"
"O-0005516351","a7N3o000002WbwzEAC","22396448","$0.00","2021-12-31","Invoiced"
"O-0005516351","a7N3o000002Wbx0EAC","22396448","$250.00","2021-12-31","Invoiced"
"O-0005516351","a7N3o000002Wbx1EAC","22396448","$2080.00","2021-12-31","Invoiced"
"O-0005516351","a7N3o000002WjZREA0","22396448","$0.00","2021-12-31","Invoiced"
"O-0005516351","a7N3o000002WjZSEA0","22396448","$520.00","2021-12-31","Invoiced"
"O-0005516351","a7N3o000002WjZTEA0","22396448","$250.00","2021-12-31","Invoiced"
"O-0005939692","a7N3o000002WNWVEA4","22396449","$32.00","2021-12-31","Invoiced"
"O-0006013492","a7N3o000002WfSCEA0","22396450","$360.00","2021-12-31","Invoiced"
"O-0006000888","a7N3o000002WayuEAC","22396451","$168.00","2021-12-31","Invoiced"
"O-0006001085","a7N3o000002Wb4TEAS","22396451","$168.00","2021-12-31","Invoiced"
"O-0006001251","a7N3o000002WbAMEA0","22396451","$168.00","2021-12-31","Invoiced"
"O-0006001736","a7N3o000002WbQUEA0","22396451","$168.00","2021-12-31","Invoiced"
"O-0006001809","a7N3o000002WbSGEA0","22396451","$168.00","2021-12-31","Invoiced"
"O-0006001883","a7N3o000002WbUvEAK","22396451","$96.00","2021-12-31","Invoiced"
"O-0006011095","a7N3o000002WeAlEAK","22396451","$48.00","2021-12-31","Invoiced"
"O-0005937931","a7N3o000002WMZJEA4","22396452","$192.00","2021-12-31","Invoiced"
"O-0005944097","a7N3o000002WPGjEAO","22396453","$136.00","2021-12-31","Invoiced"
"O-0005944127","a7N3o000002WPH8EAO","22396453","$27.20","2021-12-31","Invoiced"
"O-0005944162","a7N3o000002WPHcEAO","22396453","$81.60","2021-12-31","Invoiced"
"O-0005944190","a7N3o000002WPIBEA4","22396453","$81.60","2021-12-31","Invoiced"
"O-0005944232","a7N3o000002WPIaEAO","22396453","$136.00","2021-12-31","Invoiced"
"O-0005944251","a7N3o000002WPJ4EAO","22396453","$81.60","2021-12-31","Invoiced"
"O-0005944275","a7N3o000002WPICEA4","22396453","$136.00","2021-12-31","Invoiced"
"O-0005944294","a7N3o000002WPHdEAO","22396453","$108.80","2021-12-31","Invoiced"
"O-0005944315","a7N3o000002WPJOEA4","22396453","$136.00","2021-12-31","Invoiced"
"O-0005944330","a7N3o000002WPJdEAO","22396453","$81.60","2021-12-31","Invoiced"
"O-0005944343","a7N3o000002WPJeEAO","22396453","$136.00","2021-12-31","Invoiced"
"O-0005999727","a7N3o000002WdATEA0","22396454","-$96.00","2021-12-31","Invoiced"
"O-0005938397","a7N3o000002WMp7EAG","22396455","$32.00","2021-12-31","Invoiced"
"O-0005939432","a7N3o000002WNJNEA4","22396455","$64.00","2021-12-31","Invoiced"
"O-0006012927","a7N3o000002WfBBEA0","22396456","$210.00","2021-12-31","Invoiced"
"O-0006012245","a7N3o000002WejcEAC","22396457","$240.00","2021-12-31","Invoiced"
"O-0006012354","a7N3o000002WetCEAS","22396457","$40.00","2021-12-31","Invoiced"
"O-0004835834","a7N3o000002Wg9uEAC","22396458","$0.00","2021-12-31","Invoiced"
"O-0004835834","a7N3o000002Wg9vEAC","22396458","$1190.00","2021-12-31","Invoiced"
"O-0004835834","a7N3o000002Wg9wEAC","22396458","$250.00","2021-12-31","Invoiced"
"O-0005950066","a7N3o000002Wd88EAC","22396459","$0.00","2021-12-31","Invoiced"
"O-0005950066","a7N3o000002Wd89EAC","22396459","$420.00","2021-12-31","Invoiced"
"O-0005950066","a7N3o000002Wd8AEAS","22396459","$50.00","2021-12-31","Invoiced"
"O-0005950066","a7N3o000002Wd8IEAS","22396459","$140.00","2021-12-31","Invoiced"
"O-0005941657","a7N3o000002WOXjEAO","22396460","$468.00","2021-12-31","Invoiced"
"O-0005941682","a7N3o000002WOXkEAO","22396460","$52.00","2021-12-31","Invoiced"
"O-0005988353","a7N3o000002WWYfEAO","22396460","$15.00","2021-12-31","Invoiced"
"O-0005996600","a7N3o000002WYikEAG","22396460","$312.00","2021-12-31","Invoiced"
"O-0005996704","a7N3o000002WYlKEAW","22396460","$468.00","2021-12-31","Invoiced"
"O-0006009734","a7N3o000002WdEwEAK","22396461","$96.00","2021-12-31","Invoiced"
"O-0006015115","a7N3o000002Wg5TEAS","22396462","$152.00","2021-12-31","Invoiced"
"O-0006015116","a7N3o000002Wg5YEAS","22396462","$76.00","2021-12-31","Invoiced"
"O-0005939078","a7N3o000002WNCGEA4","22396463","-$156.00","2021-12-31","Invoiced"
"O-0005870499","a7N3o000002WOK6EAO","22396464","$138.00","2021-12-31","Invoiced"
"O-0005940573","a7N3o000002WO0aEAG","22396465","$56.00","2021-12-31","Invoiced"
"O-0005990269","a7N3o000002WXW8EAO","22396465","$28.00","2021-12-31","Invoiced"
"O-0006001196","a7N3o000002Wb8QEAS","22396465","$14.00","2021-12-31","Invoiced"
"O-0006022409","a7N3o000002WhtZEAS","22396465","$28.00","2021-12-31","Invoiced"
"O-0006025881","a7N3o000002WjTsEAK","22396465","$28.00","2021-12-31","Invoiced"
"O-0005938761","a7N3o000002WMzcEAG","22396466","$120.00","2021-12-31","Invoiced"
"O-0006015662","a7N3o000002WgFsEAK","22396466","$80.00","2021-12-31","Invoiced"
"O-0006020752","a7N3o000002Wh4CEAS","22396466","$80.00","2021-12-31","Invoiced"
"O-0005978746","a7N3o000002WU9xEAG","22396467","$108.00","2021-12-31","Invoiced"
"O-0006008600","a7N3o000002WctrEAC","22396467","$28.80","2021-12-31","Invoiced"
"O-0006002959","a7N3o000002WbvXEAS","22396468","$96.00","2021-12-31","Invoiced"
"O-0006003016","a7N3o000002WbxJEAS","22396468","$192.00","2021-12-31","Invoiced"
"O-0006012212","a7N3o000002WensEAC","22396469","$79.80","2021-12-31","Invoiced"
"O-0005979505","a7N3o000002WUJTEA4","22396470","$48.60","2021-12-31","Invoiced"
"O-0005978571","a7N3o000002WU7NEAW","22396471","$108.00","2021-12-31","Invoiced"
"O-0006020090","a7N3o000002WgoYEAS","22396471","$151.20","2021-12-31","Invoiced"
"O-0005976816","a7N3o000002WTl2EAG","22396472","$40.00","2021-12-31","Invoiced"
"O-0006012779","a7N3o000002Wf6LEAS","22396472","$40.00","2021-12-31","Invoiced"
"O-0006013281","a7N3o000002WfLfEAK","22396472","$117.00","2021-12-31","Invoiced"
"O-0005978367","a7N3o000002WU4xEAG","22396473","$288.00","2021-12-31","Invoiced"
"O-0005977650","a7N3o000002WTvvEAG","22396474","$234.00","2021-12-31","Invoiced"
"O-0006037296","a7N3o000002WlwrEAC","22396474","$160.00","2021-12-31","Invoiced"
"O-0005949068","a7N3o000002WPyhEAG","22396475","$29.87","2021-12-31","Invoiced"
"O-0006008191","a7N3o000002WckQEAS","22396475","$29.87","2021-12-31","Invoiced"
"O-0005951247","a7N3o000002WR11EAG","22396476","$135.00","2021-12-31","Invoiced"
"O-0005951502","a7N3o000002WR7ZEAW","22396476","$22.50","2021-12-31","Invoiced"
"O-0005952728","a7N3o000002WRgFEAW","22396476","$22.50","2021-12-31","Invoiced"
"O-0005987539","a7N3o000002WW7oEAG","22396476","$22.50","2021-12-31","Invoiced"
"O-0005998971","a7N3o000002WZtHEAW","22396476","$22.50","2021-12-31","Invoiced"
"O-0005999878","a7N3o000002WaQsEAK","22396476","$67.50","2021-12-31","Invoiced"
"O-0005999890","a7N3o000002WaRlEAK","22396476","$90.00","2021-12-31","Invoiced"
"O-0006012033","a7N3o000002WehpEAC","22396476","$22.50","2021-12-31","Invoiced"
"O-0006012110","a7N3o000002WeNCEA0","22396476","$22.50","2021-12-31","Invoiced"
"O-0006012178","a7N3o000002WelsEAC","22396476","$22.50","2021-12-31","Invoiced"
"O-0006012342","a7N3o000002WesJEAS","22396476","$202.50","2021-12-31","Invoiced"
"O-0006012425","a7N3o000002WeutEAC","22396476","$22.50","2021-12-31","Invoiced"
"O-0006012531","a7N3o000002Wey7EAC","22396476","$45.00","2021-12-31","Invoiced"
"O-0006012605","a7N3o000002Wf16EAC","22396476","$45.00","2021-12-31","Invoiced"
"O-0006012704","a7N3o000002Wf2AEAS","22396476","$45.00","2021-12-31","Invoiced"
"O-0006012803","a7N3o000002Wf7OEAS","22396476","$180.00","2021-12-31","Invoiced"
"O-0005948254","a7N3o000002WPgIEAW","22396477","$280.00","2021-12-31","Invoiced"
"O-0005946720","a7N3o000002WPWSEA4","22396478","$320.00","2021-12-31","Invoiced"
"O-0005947098","a7N3o000002WPX1EAO","22396478","$288.00","2021-12-31","Invoiced"
"O-0005949551","a7N3o000002WQDREA4","22396479","$35.00","2021-12-31","Invoiced"
"O-0005949572","a7N3o000002WQE5EAO","22396479","$35.00","2021-12-31","Invoiced"
"O-0005949588","a7N3o000002WQF3EAO","22396479","$35.00","2021-12-31","Invoiced"
"O-0005949611","a7N3o000002WQFXEA4","22396479","$70.00","2021-12-31","Invoiced"
"O-0005947802","a7N3o000002WPaAEAW","22396480","$76.00","2021-12-31","Invoiced"
"O-0005947872","a7N3o000002WPb3EAG","22396480","$40.85","2021-12-31","Invoiced"
"O-0005950567","a7N3o000002WQZrEAO","22396481","$192.00","2021-12-31","Invoiced"
"O-0005992257","a7N3o000002WY9sEAG","22396481","$224.00","2021-12-31","Invoiced"
"O-0006010936","a7N3o000002WdvrEAC","22396481","$64.00","2021-12-31","Invoiced"
"O-0006025554","a7N3o000002WjLyEAK","22396481","$161.00","2021-12-31","Invoiced"
"O-0005940248","a7N3o000002WNpmEAG","22396482","$156.00","2021-12-31","Invoiced"
"O-0005951997","a7N3o000002WRLbEAO","22396482","$117.00","2021-12-31","Invoiced"
"O-0005997284","a7N3o000002WZ1rEAG","22396482","$19.50","2021-12-31","Invoiced"
"O-0005951738","a7N3o000002WRDwEAO","22396483","$117.00","2021-12-31","Invoiced"
"O-0005997321","a7N3o000002WZ2fEAG","22396483","$80.00","2021-12-31","Invoiced"
"O-0005949665","a7N3o000002WQDSEA4","22396484","$20.00","2021-12-31","Invoiced"
"O-0006020860","a7N3o000002Wh6wEAC","22396484","$60.00","2021-12-31","Invoiced"
"O-0005950242","a7N3o000002WQVuEAO","22396485","-$22.40","2021-12-31","Invoiced"
"O-0005950359","a7N3o000002WQbSEAW","22396486","$192.00","2021-12-31","Invoiced"
"O-0005951139","a7N3o000002WQxsEAG","22396487","$28.80","2021-12-31","Invoiced"
"O-0005949011","a7N3o000002WPyWEAW","22396488","$342.00","2021-12-31","Invoiced"
"O-0005997696","a7N3o000002WZEbEAO","22396488","$54.00","2021-12-31","Invoiced"
"O-0006015539","a7N3o000002WgDDEA0","22396488","$18.00","2021-12-31","Invoiced"
"O-0005948335","a7N3o000002WPi4EAG","22396489","$96.00","2021-12-31","Invoiced"
